time,location,app_responses,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
2020-04-08 14:35:00,18,6,3.3333333333333335,7.0,4.0,,5.333333333333333,3.5
2020-04-08 14:35:00,19,2,0.5,2.0,1.5,,3.5,1.5
2020-04-08 14:40:00,1,1,2.0,1.0,6.0,4.0,2.0,1.0
2020-04-08 14:40:00,2,2,2.5,4.0,4.0,,2.0,1.0
2020-04-08 14:40:00,4,1,2.0,4.0,3.0,,3.0,7.0
2020-04-08 14:40:00,5,1,5.0,7.0,3.0,1.0,3.0,0.0
2020-04-08 14:40:00,6,4,0.75,3.5,3.5,3.0,3.75,0.6666666666666666
2020-04-08 14:40:00,11,2,6.0,8.5,4.5,5.0,5.5,1.0
2020-04-08 14:40:00,12,9,3.3333333333333335,5.888888888888889,4.444444444444445,,2.4444444444444446,5.125
2020-04-08 14:40:00,14,3,6.333333333333333,7.666666666666667,6.333333333333333,,5.0,1.3333333333333333
2020-04-08 14:40:00,15,3,4.0,5.0,4.666666666666667,,1.6666666666666667,3.0
2020-04-08 14:40:00,16,4,4.75,4.0,6.0,5.75,3.0,
2020-04-08 14:40:00,17,2,1.5,7.0,5.5,,3.0,1.0
2020-04-08 14:40:00,18,3,3.3333333333333335,6.666666666666667,3.6666666666666665,,5.0,4.0
2020-04-08 14:40:00,19,1,8.0,3.0,10.0,,7.0,
2020-04-08 14:45:00,1,1,4.0,3.0,1.0,2.0,1.0,
2020-04-08 14:45:00,2,2,6.5,1.5,6.5,,3.0,0.0
2020-04-08 14:45:00,4,1,6.0,6.0,6.0,,5.0,3.0
2020-04-08 14:45:00,6,2,4.5,2.0,6.0,6.0,2.0,1.0
2020-04-08 14:45:00,11,1,5.0,9.0,5.0,5.0,5.0,4.0
2020-04-08 14:45:00,12,9,4.555555555555555,5.111111111111111,5.444444444444445,,4.0,4.857142857142857
2020-04-08 14:45:00,13,1,6.0,5.0,5.0,,4.0,
2020-04-08 14:45:00,14,2,5.5,7.0,7.0,,4.0,2.5
2020-04-08 14:45:00,15,4,3.0,2.25,2.75,,2.0,1.5
2020-04-08 14:45:00,16,4,4.75,5.0,5.75,5.75,4.5,
2020-04-08 14:45:00,17,3,1.3333333333333333,6.666666666666667,6.0,,2.6666666666666665,2.3333333333333335
2020-04-08 14:45:00,18,2,2.5,7.0,4.0,,4.5,4.0
2020-04-08 14:45:00,19,2,5.0,5.0,5.5,,6.5,1.0
2020-04-08 14:50:00,2,5,4.0,3.4,5.0,,1.0,1.4
2020-04-08 14:50:00,4,4,5.5,4.5,5.0,,3.25,3.0
2020-04-08 14:50:00,5,1,8.0,3.0,10.0,4.0,5.0,
2020-04-08 14:50:00,6,1,2.0,3.0,1.0,2.0,2.0,0.0
2020-04-08 14:50:00,11,2,4.5,10.0,4.5,4.0,4.5,4.0
2020-04-08 14:50:00,12,8,2.625,5.875,4.625,,3.0,5.25
2020-04-08 14:50:00,13,1,3.0,0.0,7.0,,7.0,
2020-04-08 14:50:00,14,4,7.0,6.25,6.25,,4.25,3.0
2020-04-08 14:50:00,15,2,2.0,2.0,4.0,,3.0,1.5
2020-04-08 14:50:00,16,2,2.0,3.0,1.5,1.0,1.0,0.0
2020-04-08 14:50:00,17,1,2.0,5.0,6.0,,3.0,2.0
2020-04-08 14:50:00,18,3,2.6666666666666665,7.0,4.0,,4.666666666666667,1.6666666666666667
2020-04-08 14:55:00,2,3,2.6666666666666665,4.333333333333333,5.0,,0.0,1.6666666666666667
2020-04-08 14:55:00,4,2,4.0,2.5,2.5,,3.0,5.5
2020-04-08 14:55:00,5,3,3.3333333333333335,4.666666666666667,6.333333333333333,3.0,3.3333333333333335,1.0
2020-04-08 14:55:00,6,1,3.0,2.0,3.0,2.0,1.0,0.0
2020-04-08 14:55:00,11,2,6.5,9.0,5.0,3.0,5.5,2.0
2020-04-08 14:55:00,12,10,3.2,6.0,3.8,0.0,2.8,4.5
2020-04-08 14:55:00,13,1,6.0,4.0,5.0,,4.0,
2020-04-08 14:55:00,14,2,4.5,5.0,7.0,,4.5,1.0
2020-04-08 14:55:00,15,2,6.0,6.5,6.0,,3.5,3.0
2020-04-08 14:55:00,16,1,4.0,5.0,4.0,6.0,5.0,
2020-04-08 14:55:00,17,2,2.0,7.0,4.5,,6.0,2.0
2020-04-08 14:55:00,18,2,6.5,7.0,6.0,,3.5,0.0
2020-04-08 15:00:00,2,3,3.6666666666666665,4.0,5.333333333333333,,1.3333333333333333,2.0
2020-04-08 15:00:00,4,3,3.0,3.6666666666666665,2.6666666666666665,,2.6666666666666665,5.666666666666667
2020-04-08 15:00:00,5,2,5.5,6.5,4.0,0.5,3.0,0.5
2020-04-08 15:00:00,6,4,4.0,1.75,3.75,3.25,1.5,2.6666666666666665
2020-04-08 15:00:00,11,2,5.5,9.5,5.5,4.0,5.0,1.5
2020-04-08 15:00:00,12,5,3.0,5.6,4.4,5.0,2.8,3.2
2020-04-08 15:00:00,13,1,5.0,4.0,4.0,,5.0,
2020-04-08 15:00:00,14,1,6.0,6.0,6.0,,5.0,0.0
2020-04-08 15:00:00,15,1,3.0,3.0,3.0,,2.0,0.0
2020-04-08 15:00:00,16,1,4.0,4.0,4.0,5.0,3.0,
2020-04-08 15:00:00,17,2,5.5,5.5,8.0,,2.0,3.0
2020-04-08 15:00:00,18,7,3.142857142857143,6.857142857142857,4.428571428571429,8.0,6.0,3.0
2020-04-08 15:05:00,2,3,3.3333333333333335,4.0,5.666666666666667,2.0,1.3333333333333333,1.0
2020-04-08 15:05:00,4,1,8.0,5.0,5.0,,4.0,1.0
2020-04-08 15:05:00,5,1,4.0,7.0,4.0,1.0,3.0,0.0
2020-04-08 15:05:00,6,3,3.6666666666666665,6.666666666666667,5.666666666666667,4.0,6.0,1.5
2020-04-08 15:05:00,12,11,2.8181818181818183,6.0,4.090909090909091,,2.8181818181818183,4.7272727272727275
2020-04-08 15:05:00,13,1,2.0,2.0,1.0,,2.0,0.0
2020-04-08 15:05:00,14,3,4.333333333333333,7.333333333333333,8.0,,3.6666666666666665,4.0
2020-04-08 15:05:00,15,4,2.0,5.25,4.0,,1.75,1.3333333333333333
2020-04-08 15:05:00,16,1,6.0,4.0,5.0,5.0,6.0,
2020-04-08 15:05:00,17,1,1.0,7.0,7.0,,2.0,2.0
2020-04-08 15:05:00,18,1,3.0,6.0,5.0,,4.0,4.0
2020-04-08 15:10:00,1,1,3.0,1.0,4.0,3.0,2.0,1.0
2020-04-08 15:10:00,2,4,3.25,4.75,4.0,,0.5,0.5
2020-04-08 15:10:00,4,5,4.0,3.4,3.4,,2.6,5.2
2020-04-08 15:10:00,5,2,4.5,5.5,3.5,1.0,3.0,0.0
2020-04-08 15:10:00,12,9,3.6666666666666665,6.0,4.0,,2.7777777777777777,5.0
2020-04-08 15:10:00,13,1,2.0,2.0,2.0,,3.0,5.0
2020-04-08 15:10:00,14,1,2.0,1.0,3.0,,0.0,
2020-04-08 15:10:00,15,1,3.0,3.0,2.0,,2.0,0.0
2020-04-08 15:10:00,17,1,1.0,7.0,6.0,,3.0,1.0
2020-04-08 15:10:00,18,5,3.2,7.2,3.8,,5.0,2.25
2020-04-08 15:10:00,19,1,1.0,2.0,1.0,,2.0,1.0
2020-04-08 15:15:00,2,1,2.0,5.0,5.0,,1.0,0.0
2020-04-08 15:15:00,5,1,3.0,5.0,4.0,1.0,1.0,0.0
2020-04-08 15:15:00,6,4,2.0,2.5,3.5,2.5,1.25,2.0
2020-04-08 15:15:00,7,1,,8.0,7.0,,,5.0
2020-04-08 15:15:00,11,1,7.0,10.0,5.0,3.0,5.0,0.0
2020-04-08 15:15:00,12,4,3.5,5.25,4.0,,2.5,4.75
2020-04-08 15:15:00,14,2,5.5,7.0,8.0,,4.5,4.5
2020-04-08 15:15:00,16,4,4.0,3.75,3.25,3.0,2.5,1.0
2020-04-08 15:15:00,17,3,1.3333333333333333,6.666666666666667,7.0,,6.0,2.5
2020-04-08 15:15:00,18,4,3.5,7.0,4.0,,5.25,3.5
2020-04-08 15:15:00,19,1,1.0,7.0,8.0,,4.0,
2020-04-08 15:20:00,2,8,3.625,3.75,4.75,,1.625,1.5714285714285714
2020-04-08 15:20:00,4,4,5.0,4.5,3.0,,2.75,4.0
2020-04-08 15:20:00,6,4,7.0,4.75,6.0,3.5,3.5,1.0
2020-04-08 15:20:00,11,2,5.5,9.0,4.5,4.0,5.0,1.5
2020-04-08 15:20:00,12,8,3.125,6.0,4.25,,3.0,3.875
2020-04-08 15:20:00,14,1,7.0,6.0,8.0,,6.0,4.0
2020-04-08 15:20:00,15,5,1.6,5.6,3.2,,5.0,1.0
2020-04-08 15:20:00,16,2,6.0,4.5,6.5,6.5,7.0,
2020-04-08 15:20:00,18,4,3.25,6.75,3.75,,5.0,2.5
2020-04-08 15:20:00,19,1,7.0,6.0,10.0,,9.0,
2020-04-08 15:25:00,2,2,3.0,4.0,5.0,,1.5,2.5
2020-04-08 15:25:00,12,6,3.1666666666666665,6.0,4.166666666666667,,2.6666666666666665,4.833333333333333
2020-04-08 15:25:00,13,1,1.0,1.0,1.0,,2.0,5.0
2020-04-08 15:25:00,14,2,6.0,7.0,7.5,,4.0,2.0
2020-04-08 15:25:00,15,5,3.4,3.8,4.2,,2.2,2.3333333333333335
2020-04-08 15:25:00,16,2,3.0,4.0,3.5,2.5,2.0,2.0
2020-04-08 15:25:00,17,4,5.5,6.5,7.5,4.0,5.25,2.0
2020-04-08 15:25:00,18,2,3.0,7.5,3.5,,4.0,2.0
2020-04-08 15:25:00,19,1,1.0,3.0,1.0,,3.0,3.0
2020-04-08 15:30:00,1,1,2.0,4.0,9.0,6.0,6.0,
2020-04-08 15:30:00,2,4,3.5,3.0,5.75,9.0,1.25,2.0
2020-04-08 15:30:00,4,1,4.0,3.0,4.0,,2.0,6.0
2020-04-08 15:30:00,5,1,5.0,5.0,4.0,2.0,3.0,1.0
2020-04-08 15:30:00,11,1,7.0,9.0,6.0,4.0,4.0,3.0
2020-04-08 15:30:00,12,4,2.0,6.25,3.75,,2.75,5.25
2020-04-08 15:30:00,13,2,5.0,5.0,5.0,,5.0,
2020-04-08 15:30:00,14,2,6.0,3.5,7.5,,4.0,4.0
2020-04-08 15:30:00,15,1,6.0,8.0,3.0,,0.0,
2020-04-08 15:30:00,16,1,4.0,6.0,6.0,6.0,4.0,
2020-04-08 15:30:00,18,4,2.75,8.0,4.5,,3.75,3.0
2020-04-08 15:30:00,19,1,10.0,10.0,5.0,,6.0,
2020-04-08 15:35:00,2,4,3.75,4.25,5.25,,1.25,1.0
2020-04-08 15:35:00,6,4,4.0,3.25,4.5,5.0,4.5,2.0
2020-04-08 15:35:00,7,1,,8.0,6.0,,,3.0
2020-04-08 15:35:00,11,1,6.0,10.0,6.0,3.0,6.0,1.0
2020-04-08 15:35:00,12,5,3.2,5.4,3.6,,2.6,4.4
2020-04-08 15:35:00,13,2,7.0,5.5,6.0,,3.5,
2020-04-08 15:35:00,14,3,2.6666666666666665,4.333333333333333,4.333333333333333,,6.333333333333333,0.0
2020-04-08 15:35:00,16,3,5.0,3.3333333333333335,2.0,4.333333333333333,5.0,0.0
2020-04-08 15:35:00,17,1,0.0,7.0,6.0,,2.0,1.0
2020-04-08 15:35:00,19,1,1.0,1.0,2.0,,2.0,0.0
2020-04-08 15:40:00,1,1,1.0,2.0,4.0,3.0,3.0,0.0
2020-04-08 15:40:00,2,1,3.0,5.0,5.0,,1.0,0.0
2020-04-08 15:40:00,4,4,4.75,3.5,3.0,,2.75,5.5
2020-04-08 15:40:00,5,2,4.0,5.0,3.5,4.5,1.0,0.0
2020-04-08 15:40:00,6,2,3.5,1.0,1.5,0.5,5.5,0.0
2020-04-08 15:40:00,12,5,2.8,6.2,3.8,,2.8,5.2
2020-04-08 15:40:00,13,1,5.0,10.0,1.0,,4.0,0.0
2020-04-08 15:40:00,14,1,3.0,0.0,9.0,,5.0,
2020-04-08 15:40:00,15,1,7.0,5.0,5.0,,2.0,1.0
2020-04-08 15:40:00,17,1,2.0,7.0,7.0,,3.0,2.0
2020-04-08 15:40:00,19,1,2.0,1.0,2.0,,3.0,4.0
2020-04-08 15:45:00,2,2,5.5,5.5,4.0,,4.0,1.0
2020-04-08 15:45:00,4,2,8.0,5.5,2.5,,5.0,0.0
2020-04-08 15:45:00,5,1,2.0,7.0,5.0,3.0,3.0,
2020-04-08 15:45:00,11,2,7.0,8.5,2.5,4.0,5.5,3.0
2020-04-08 15:45:00,12,8,3.25,6.125,4.125,,2.875,5.25
2020-04-08 15:45:00,14,3,6.0,7.333333333333333,6.333333333333333,,4.666666666666667,4.666666666666667
2020-04-08 15:45:00,15,1,10.0,4.0,8.0,,3.0,
2020-04-08 15:45:00,16,2,3.5,3.0,2.0,3.5,4.5,
2020-04-08 15:45:00,19,2,2.5,1.5,4.0,,6.0,2.0
2020-04-08 15:50:00,1,1,3.0,0.0,4.0,4.0,2.0,1.0
2020-04-08 15:50:00,2,3,1.3333333333333333,5.666666666666667,6.333333333333333,,2.6666666666666665,0.0
2020-04-08 15:50:00,4,2,5.5,4.0,4.0,,3.5,5.5
2020-04-08 15:50:00,5,1,8.0,0.0,10.0,10.0,5.0,
2020-04-08 15:50:00,6,2,6.5,0.5,3.5,3.5,0.5,
2020-04-08 15:50:00,12,6,3.0,5.833333333333333,4.166666666666667,8.0,2.3333333333333335,5.5
2020-04-08 15:50:00,16,2,7.0,6.0,2.0,3.0,5.0,2.0
2020-04-08 15:50:00,17,1,5.0,7.0,6.0,,0.0,
2020-04-08 15:50:00,18,2,2.0,8.5,7.0,,4.0,5.0
2020-04-08 15:55:00,2,2,5.5,5.0,3.5,,0.0,3.0
2020-04-08 15:55:00,4,2,6.0,2.0,1.5,,0.5,7.0
2020-04-08 15:55:00,5,2,3.0,3.0,6.0,5.5,9.0,
2020-04-08 15:55:00,6,2,6.0,4.0,5.0,5.0,4.5,2.0
2020-04-08 15:55:00,12,2,2.5,6.5,3.5,9.0,3.5,5.0
2020-04-08 15:55:00,14,3,5.666666666666667,8.333333333333334,8.0,,6.0,3.5
2020-04-08 15:55:00,15,2,3.0,3.0,3.5,,6.5,
2020-04-08 15:55:00,16,2,5.0,5.0,5.5,6.0,4.5,
2020-04-08 15:55:00,18,3,3.3333333333333335,5.666666666666667,2.6666666666666665,,5.0,4.5
2020-04-08 16:00:00,2,3,3.0,4.333333333333333,5.666666666666667,,1.3333333333333333,1.6666666666666667
2020-04-08 16:00:00,4,5,6.6,4.8,4.2,,3.8,3.4
2020-04-08 16:00:00,5,2,2.5,5.5,4.5,4.5,3.0,0.0
2020-04-08 16:00:00,6,3,3.0,4.666666666666667,3.0,2.6666666666666665,3.3333333333333335,0.3333333333333333
2020-04-08 16:00:00,11,1,5.0,9.0,5.0,5.0,6.0,4.0
2020-04-08 16:00:00,12,4,3.0,6.25,4.25,,3.0,4.5
2020-04-08 16:00:00,14,3,6.0,7.333333333333333,7.0,,4.666666666666667,1.3333333333333333
2020-04-08 16:00:00,15,1,7.0,7.0,9.0,,6.0,
2020-04-08 16:00:00,16,3,4.0,5.666666666666667,4.333333333333333,4.0,4.0,
2020-04-08 16:05:00,1,1,2.0,1.0,4.0,3.0,2.0,0.0
2020-04-08 16:05:00,2,2,5.5,4.0,7.0,1.0,6.0,3.0
2020-04-08 16:05:00,5,1,4.0,6.0,4.0,1.0,2.0,0.0
2020-04-08 16:05:00,6,1,1.0,3.0,1.0,3.0,2.0,1.0
2020-04-08 16:05:00,11,2,8.0,4.5,7.0,9.0,5.0,
2020-04-08 16:05:00,12,7,4.142857142857143,6.142857142857143,3.5714285714285716,,4.0,3.2857142857142856
2020-04-08 16:05:00,14,1,10.0,3.0,3.0,,9.0,
2020-04-08 16:05:00,15,2,6.5,7.0,5.5,,6.0,1.0
2020-04-08 16:05:00,18,4,3.0,7.5,3.75,,5.75,3.3333333333333335
2020-04-08 16:10:00,2,4,7.0,5.0,5.25,,4.25,0.0
2020-04-08 16:10:00,4,1,4.0,7.0,3.0,,1.0,
2020-04-08 16:10:00,5,1,4.0,5.0,4.0,2.0,3.0,0.0
2020-04-08 16:10:00,11,1,6.0,2.0,1.0,10.0,8.0,
2020-04-08 16:10:00,12,5,2.8,5.8,3.6,,2.8,4.4
2020-04-08 16:10:00,13,1,2.0,2.0,2.0,,2.0,4.0
2020-04-08 16:10:00,15,1,3.0,3.0,2.0,,2.0,
2020-04-08 16:10:00,16,1,10.0,7.0,1.0,7.0,0.0,
2020-04-08 16:10:00,18,1,3.0,8.0,6.0,,4.0,5.0
2020-04-08 16:10:00,19,2,2.0,3.5,5.0,,3.0,3.0
2020-04-08 16:15:00,1,3,2.3333333333333335,1.6666666666666667,3.3333333333333335,5.333333333333333,4.0,0.5
2020-04-08 16:15:00,2,3,3.0,3.0,4.333333333333333,,0.3333333333333333,1.6666666666666667
2020-04-08 16:15:00,4,2,5.5,3.5,4.0,,2.5,3.5
2020-04-08 16:15:00,6,5,7.8,2.4,5.6,4.8,6.0,
2020-04-08 16:15:00,11,1,6.0,9.0,5.0,4.0,6.0,0.0
2020-04-08 16:15:00,12,4,3.25,5.75,4.0,,3.0,5.5
2020-04-08 16:15:00,14,1,6.0,8.0,7.0,,5.0,4.0
2020-04-08 16:15:00,15,3,3.3333333333333335,3.3333333333333335,3.3333333333333335,,2.3333333333333335,1.5
2020-04-08 16:15:00,16,1,2.0,2.0,1.0,2.0,1.0,2.0
2020-04-08 16:15:00,17,2,1.5,6.0,5.5,,3.0,1.5
2020-04-08 16:15:00,18,2,3.0,6.5,3.5,,4.5,3.0
2020-04-08 16:20:00,1,2,6.0,6.0,4.5,6.5,1.5,0.0
2020-04-08 16:20:00,2,1,3.0,7.0,9.0,,7.0,
2020-04-08 16:20:00,4,2,3.5,3.5,3.5,,2.0,5.5
2020-04-08 16:20:00,5,1,3.0,10.0,8.0,1.0,7.0,
2020-04-08 16:20:00,6,3,5.333333333333333,6.0,6.666666666666667,2.3333333333333335,5.0,1.5
2020-04-08 16:20:00,12,3,2.6666666666666665,6.0,3.6666666666666665,,3.0,4.333333333333333
2020-04-08 16:25:00,1,1,9.0,1.0,9.0,1.0,8.0,
2020-04-08 16:25:00,2,4,3.0,3.5,5.5,,3.25,1.5
2020-04-08 16:25:00,4,1,3.0,3.0,3.0,,2.0,5.0
2020-04-08 16:25:00,6,2,8.5,4.5,7.0,3.0,6.0,0.0
2020-04-08 16:25:00,7,1,,8.0,6.0,,,6.0
2020-04-08 16:25:00,11,1,5.0,10.0,6.0,4.0,6.0,3.0
2020-04-08 16:25:00,12,2,3.5,6.0,3.5,,3.5,5.5
2020-04-08 16:25:00,14,1,6.0,7.0,7.0,,5.0,3.0
2020-04-08 16:25:00,15,1,7.0,10.0,1.0,5.0,3.0,1.0
2020-04-08 16:25:00,17,1,1.0,6.0,5.0,,4.0,0.0
2020-04-08 16:25:00,19,1,10.0,4.0,3.0,,6.0,
2020-04-08 16:30:00,2,3,5.666666666666667,6.0,6.0,,2.6666666666666665,1.6666666666666667
2020-04-08 16:30:00,6,1,1.0,0.0,6.0,1.0,8.0,0.0
2020-04-08 16:30:00,11,1,5.0,10.0,5.0,4.0,5.0,3.0
2020-04-08 16:30:00,12,3,3.3333333333333335,6.666666666666667,4.0,,3.0,2.3333333333333335
2020-04-08 16:30:00,13,2,5.5,5.0,6.0,,5.5,
2020-04-08 16:30:00,16,2,3.5,3.5,3.5,3.5,2.5,1.0
2020-04-08 16:30:00,18,1,4.0,7.0,5.0,,5.0,3.0
2020-04-08 16:35:00,2,4,2.5,4.0,5.25,,1.25,1.3333333333333333
2020-04-08 16:35:00,4,2,5.5,7.0,2.5,,6.5,1.0
2020-04-08 16:35:00,5,1,3.0,6.0,4.0,1.0,2.0,0.0
2020-04-08 16:35:00,12,5,3.2,6.2,3.6,,2.8,4.8
2020-04-08 16:35:00,13,1,3.0,10.0,10.0,,2.0,
2020-04-08 16:35:00,15,2,4.0,8.0,2.0,,6.5,
2020-04-08 16:35:00,16,1,5.0,5.0,3.0,5.0,3.0,
2020-04-08 16:40:00,2,2,6.0,4.5,5.0,,1.0,3.0
2020-04-08 16:40:00,4,1,5.0,4.0,5.0,,5.0,0.0
2020-04-08 16:40:00,6,1,2.0,3.0,3.0,1.0,2.0,2.0
2020-04-08 16:40:00,11,2,7.0,8.5,5.0,3.5,5.5,2.5
2020-04-08 16:40:00,12,2,3.0,5.5,3.5,,3.5,5.5
2020-04-08 16:40:00,13,1,2.0,1.0,2.0,,3.0,5.0
2020-04-08 16:40:00,15,1,2.0,4.0,4.0,,2.0,2.0
2020-04-08 16:40:00,18,2,3.5,7.5,5.0,,7.5,0.0
2020-04-08 16:45:00,2,3,5.666666666666667,4.666666666666667,5.0,,3.3333333333333335,2.0
2020-04-08 16:45:00,4,1,6.0,5.0,5.0,,4.0,1.0
2020-04-08 16:45:00,6,1,8.0,9.0,0.0,3.0,3.0,
2020-04-08 16:45:00,11,1,6.0,9.0,4.0,4.0,5.0,3.0
2020-04-08 16:45:00,12,3,3.0,4.333333333333333,3.3333333333333335,,2.3333333333333335,5.5
2020-04-08 16:45:00,14,2,6.5,7.5,3.5,,5.0,
2020-04-08 16:45:00,16,2,5.5,5.0,6.0,4.5,4.0,
2020-04-08 16:45:00,17,1,2.0,9.0,10.0,,1.0,
2020-04-08 16:45:00,18,1,2.0,7.0,6.0,,6.0,4.0
2020-04-08 16:45:00,19,1,0.0,2.0,4.0,,6.0,
2020-04-08 16:50:00,2,4,3.75,3.5,5.0,,1.25,2.0
2020-04-08 16:50:00,4,2,7.0,3.0,2.5,,4.5,6.0
2020-04-08 16:50:00,6,1,6.0,3.0,8.0,4.0,9.0,
2020-04-08 16:50:00,7,1,,9.0,5.0,,,4.0
2020-04-08 16:50:00,11,1,6.0,10.0,5.0,5.0,5.0,2.0
2020-04-08 16:50:00,12,2,4.0,6.0,5.0,,3.0,5.5
2020-04-08 16:50:00,14,1,0.0,10.0,10.0,,3.0,
2020-04-08 16:50:00,15,2,6.5,5.5,1.5,,5.0,0.0
2020-04-08 16:50:00,16,3,6.666666666666667,3.6666666666666665,7.666666666666667,5.333333333333333,4.333333333333333,
2020-04-08 16:50:00,18,1,3.0,7.0,4.0,,6.0,4.0
2020-04-08 16:55:00,2,4,3.75,5.0,5.5,,4.25,0.5
2020-04-08 16:55:00,4,4,4.25,5.0,5.25,,3.5,2.25
2020-04-08 16:55:00,6,1,9.0,2.0,1.0,2.0,0.0,
2020-04-08 16:55:00,12,5,3.4,5.8,3.8,,3.4,5.0
2020-04-08 16:55:00,14,1,6.0,7.0,7.0,,5.0,0.0
2020-04-08 16:55:00,15,1,4.0,3.0,2.0,,3.0,0.0
2020-04-08 16:55:00,16,3,6.666666666666667,4.666666666666667,6.666666666666667,9.666666666666666,9.0,0.6666666666666666
2020-04-08 16:55:00,18,1,4.0,7.0,3.0,,5.0,4.0
2020-04-08 16:55:00,19,2,4.5,5.5,1.5,,2.5,0.0
2020-04-08 17:00:00,2,3,4.666666666666667,6.0,4.666666666666667,,3.6666666666666665,1.5
2020-04-08 17:00:00,4,1,5.0,5.0,4.0,,2.0,6.0
2020-04-08 17:00:00,6,3,4.0,5.666666666666667,5.333333333333333,2.6666666666666665,5.333333333333333,
2020-04-08 17:00:00,11,2,6.0,8.0,5.0,4.0,5.0,3.0
2020-04-08 17:00:00,12,2,3.0,5.0,4.0,,2.0,5.0
2020-04-08 17:00:00,13,2,4.5,4.0,3.5,,4.0,1.0
2020-04-08 17:00:00,14,2,3.0,4.0,5.0,,5.5,1.0
2020-04-08 17:00:00,15,1,4.0,2.0,4.0,,2.0,3.0
2020-04-08 17:05:00,2,2,4.0,3.5,8.0,,1.5,2.0
2020-04-08 17:05:00,4,1,5.0,3.0,4.0,,1.0,6.0
2020-04-08 17:05:00,5,2,4.5,5.0,9.0,8.0,3.5,
2020-04-08 17:05:00,6,3,7.333333333333333,7.333333333333333,4.333333333333333,5.333333333333333,1.3333333333333333,0.0
2020-04-08 17:05:00,12,3,3.3333333333333335,5.666666666666667,3.3333333333333335,,3.0,5.333333333333333
2020-04-08 17:05:00,14,1,7.0,6.0,6.0,,5.0,4.0
2020-04-08 17:05:00,15,2,0.5,4.5,5.0,,6.5,0.0
2020-04-08 17:05:00,18,1,2.0,4.0,10.0,,5.0,
2020-04-08 17:10:00,2,2,4.0,7.0,6.5,,1.0,2.0
2020-04-08 17:10:00,4,1,10.0,1.0,3.0,,10.0,
2020-04-08 17:10:00,5,1,2.0,9.0,8.0,3.0,2.0,
2020-04-08 17:10:00,12,4,3.0,4.5,3.75,,3.25,5.0
2020-04-08 17:10:00,13,1,2.0,10.0,10.0,,3.0,
2020-04-08 17:10:00,14,1,6.0,8.0,6.0,,5.0,4.0
2020-04-08 17:10:00,15,1,4.0,10.0,1.0,,8.0,
2020-04-08 17:10:00,16,3,5.666666666666667,4.333333333333333,2.6666666666666665,4.333333333333333,5.333333333333333,0.0
2020-04-08 17:10:00,17,1,1.0,7.0,6.0,,3.0,1.0
2020-04-08 17:10:00,19,1,4.0,10.0,2.0,,6.0,
2020-04-08 17:15:00,1,2,4.0,2.5,2.0,2.0,2.0,0.0
2020-04-08 17:15:00,5,1,3.0,5.0,4.0,0.0,4.0,0.0
2020-04-08 17:15:00,6,2,6.5,2.0,4.5,5.0,1.5,
2020-04-08 17:15:00,12,1,4.0,5.0,4.0,,3.0,5.0
2020-04-08 17:15:00,15,1,3.0,2.0,3.0,,2.0,0.0
2020-04-08 17:15:00,18,2,6.5,3.5,5.5,2.0,5.0,5.0
2020-04-08 17:15:00,19,1,10.0,10.0,5.0,,2.0,
2020-04-08 17:20:00,2,1,3.0,4.0,5.0,,0.0,0.0
2020-04-08 17:20:00,4,1,3.0,2.0,3.0,,2.0,6.0
2020-04-08 17:20:00,6,2,5.0,5.0,3.0,9.0,5.5,1.0
2020-04-08 17:20:00,12,3,2.6666666666666665,5.666666666666667,4.0,,3.0,4.666666666666667
2020-04-08 17:20:00,14,2,6.0,5.0,7.0,,5.5,
2020-04-08 17:20:00,17,1,1.0,8.0,7.0,,4.0,2.0
2020-04-08 17:20:00,18,2,7.0,5.0,2.5,,5.5,
2020-04-08 17:25:00,1,1,1.0,1.0,2.0,10.0,7.0,
2020-04-08 17:25:00,2,1,4.0,3.0,6.0,,2.0,1.0
2020-04-08 17:25:00,5,2,4.0,7.0,3.0,2.5,6.5,
2020-04-08 17:25:00,6,1,9.0,0.0,3.0,3.0,2.0,
2020-04-08 17:25:00,12,2,3.0,6.5,4.0,,3.0,5.0
2020-04-08 17:25:00,14,1,6.0,7.0,8.0,,3.0,4.0
2020-04-08 17:25:00,15,2,5.0,5.5,10.0,,5.0,0.0
2020-04-08 17:25:00,18,3,3.3333333333333335,6.333333333333333,4.666666666666667,,5.0,1.3333333333333333
2020-04-08 17:25:00,19,1,1.0,2.0,4.0,,3.0,0.0
2020-04-08 17:30:00,2,3,4.333333333333333,6.0,6.666666666666667,,7.0,1.0
2020-04-08 17:30:00,4,2,5.5,4.5,4.0,,2.5,4.5
2020-04-08 17:30:00,5,1,2.0,0.0,4.0,5.0,3.0,
2020-04-08 17:30:00,6,1,0.0,1.0,6.0,8.0,4.0,
2020-04-08 17:30:00,12,3,2.3333333333333335,6.0,4.0,,2.6666666666666665,4.333333333333333
2020-04-08 17:30:00,14,1,6.0,8.0,6.0,,5.0,4.0
2020-04-08 17:30:00,15,1,5.0,0.0,9.0,,9.0,
2020-04-08 17:30:00,19,2,3.0,3.0,6.5,,2.0,1.0
2020-04-08 17:35:00,4,1,4.0,8.0,2.0,,1.0,
2020-04-08 17:35:00,6,1,6.0,6.0,7.0,0.0,0.0,
2020-04-08 17:35:00,12,2,3.0,6.5,4.5,,2.5,5.0
